"","city","avgRating"
"8203","Sheldon",0.916
"8204","Pettus",NA
"8205","Shamrock",NA
"8206","Huffman",0.881
"8207","New Deal",NA
"8208","Wilson",NA
"8209","Thorntonville",NA
"8210","Walnut Springs",NA
"8211","Gonzales",NA
"8212","Phillips",NA
"8213","Whiteface",NA
"8214","Votaw",NA
"8215","Camp Wood",NA
"8216","Clauene",NA
"8217","Burkeville",NA
"8218","Stanton",NA
"8219","Spurger",NA
"8220","Conroe",NA
"8221","La Tina Ranch",NA
"8222","Hilburn",NA
"8223","Nevada",0.911
"8224","Agua Nueva",1
"8225","La Marque",0.867
"8226","Whitewright",NA
"8227","Miami",NA
"8228","Oak Leaf",0.91
"8229","Pecan Grove",0.879
"8230","Bear Creek",0.897
"8231","Scurry",NA
"8232","Ozona",0.88
"8233","Venus",0.903
"8234","Solis",NA
"8235","Katy",0.88
"8236","Los Ebanos",NA
"8237","Four Points Colonia",NA
"8238","Three Rivers",NA
"8239","Elton",NA
"8240","Gary",NA
"8241","Bunavista",NA
"8242","Hillister",NA
"8243","Fruitland",NA
"8244","Otto",NA
"8245","Rangerville",NA
"8246","Borger",NA
"8247","Liberty",NA
"8248","Lelia Lake",NA
"8249","Anahuac",NA
"8250","Harmony",NA
"8251","Dickens",NA
"8252","China Springs",NA
"8253","Tierra Grande",NA
"8254","Junction",NA
"8255","Aransas Pass",NA
"8256","Rancho Chico",0.902
"8257","Knollwood",NA
"8258","Vera",0.873333333333333
"8259","China",NA
"8260","Canutillo",0.912
"8261","Garden Ridge",NA
"8262","Coyanosa",NA
"8263","Alpine",NA
"8264","Cap Rock",NA
"8265","Bradshaw",NA
"8266","Chateau Woods",0.879
"8267","Castroville",NA
"8268","San Leon",0.868
"8269","Raymondville",NA
"8270","Honey Island",NA
"8271","Wortham",NA
"8272","Westhoff",NA
"8273","Olden",NA
"8274","Buffalo",NA
"8275","Crystal Falls",NA
"8276","Agnes",0.897
"8277","Point",NA
"8278","Indianola",NA
"8279","Brownfield",NA
"8280","Lawrence",0.914
"8281","Penwell",NA
"8282","Sulphur Springs",NA
"8283","West Livingston",NA
"8284","Laguna Heights",NA
"8285","Calvert",NA
"8286","Wadsworth",NA
"8287","Newburg",NA
"8288","Lufkin",NA
"8289","Hasse",NA
"8290","Pottsboro",NA
"8291","Kempner",NA
"8292","Winfield",NA
"8293","Dickinson",0.915
"8294","Iraan",NA
"8295","Nome",NA
"8296","San Augustine",NA
"8297","Rankin",NA
"8298","Shenandoah",0.874
"8299","Pickton",NA
"8300","Goree",0.873333333333333
"8301","Westover",NA
"8302","Swiss Alp",NA
"8303","Flower Mound",0.914
"8304","Lakeland Heights",0.914
"8305","Weston Lakes",0.879
"8306","San Juan Colonia",NA
"8307","Westdale",0.929090909090909
"8308","Channing",NA
"8309","Daisetta",NA
"8310","Fritch",NA
"8311","Llano",NA
"8312","Bogata",NA
"8313","Enchanted Oaks",NA
"8314","Brownwood",NA
"8315","New York",NA
"8316","Burton",NA
"8317","Harrold",NA
"8318","Horizon City",0.905
"8319","Abilene",NA
"8320","Anton",NA
"8321","Westminster",NA
"8322","Kirbyville",NA
"8323","Amistad Acres",NA
"8324","Electra",NA
"8325","Berryville",NA
"8326","Lockney",0.897142857142857
"8327","Alton",NA
"8328","Nada",NA
"8329","La Coste",NA
"8330","Sadler",NA
"8331","Santo",NA
"8332","Putnam",NA
"8333","Jayton",NA
"8334","Sheridan",NA
"8335","Gruver",NA
"8336","Clairemont",NA
"8337","Domino",NA
"8338","South Toledo Bend",NA
"8339","Mercedes",0.902
"8340","Gregory",0.9
"8341","Dime Box",NA
"8342","Lindsay",NA
"8343","Evadale",NA
"8344","Beverly Hills",NA
"8345","Mobeetie",NA
"8346","Tahoka",NA
"8347","Bessmay",NA
"8348","Cottonwood",NA
"8349","East Bernard",0.878
"8350","Leakey",NA
"8351","Bishop",NA
"8352","Evergreen Colonia",NA
"8353","Allenfarm",NA
"8354","Paris",NA
"8355","Loma Linda Colonia",0.907
"8356","Pontotoc",NA
"8357","Patton Village",NA
"8358","Lake View",NA
"8359","Relampago",NA
"8360","Spring Gardens",0.899
"8361","Grape Creek",NA
"8362","Port Bolivar",NA
"8363","Wilkinson",NA
"8364","Denison",NA
"8365","Independence",NA
"8366","Goliad",NA
"8367","Weches",NA
"8368","North Alamo",0.896
"8369","Upton",NA
"8370","Sienna Plantation",0.913
"8371","Bailey Prairie",NA
"8372","Uhland",0.908
"8373","Minters Chapel",0.914
"8374","Saginaw",0.915
"8375","Lillian",0.906
"8376","Buckholts",NA
"8377","Dryden",1
"8378","Newport",NA
"8379","Kenefick",NA
"8380","Lincoln Park",NA
"8381","Lockhart",0.907
"8382","Fredericksburg",NA
"8383","Dickworsham",NA
"8384","Hedwigs Hill",NA
"8385","Mirando City",NA
"8386","Wall",NA
"8387","Camden",NA
"8388","Palisades",NA
"8389","Blue Ridge",NA
"8390","Shelbyville",NA
"8391","Bebe",NA
"8392","Driscoll",0.9
"8393","Tesco",NA
"8394","De Leon",NA
"8395","Benbrook",0.909
"8396","Cashion Community",NA
"8397","Bandera Falls",NA
"8398","Hermosa",NA
"8399","Ochoa",NA
"8400","Linden",NA
"8401","Tenaha",NA
"8402","La Puerta",NA
"8403","Aurora",0.92
"8404","New Home",NA
"8405","Annetta South",0.906
"8406","Magnolia Gardens",0.89
"8407","Los Angeles",NA
"8408","Volente",0.9
"8409","Lazare",NA
"8410","Bayou Vista",0.87
"8411","Atascocita",0.915
"8412","Kenney",NA
"8413","Papalote",0.93
"8414","Rosebud",NA
"8415","Stonewall",NA
"8416","Hackberry",0.906
"8417","Mila Doce",NA
"8418","Pinewood Estates",NA
"8419","Hawley",NA
"8420","Dewalt",0.888
"8421","Sunset Valley",0.897
"8422","Hilltop Lakes",NA
"8423","Santa Fe",0.918
"8424","Gilpin",NA
"8425","Dayton Lakes",NA
"8426","Quebec",NA
"8427","Rio Vista",NA
"8428","Titley",NA
"8429","Shiner",NA
"8430","Normanna",NA
"8431","Delhi",NA
"8432","Newlin",NA
"8433","Mount Calm",NA
"8434","Rockdale",NA
"8435","Winchell",0.905714285714286
"8436","Woodson",NA
"8437","Cove",0.847
"8438","Port Neches",NA
"8439","Brice",NA
"8440","Port Alto",NA
"8441","Western Lake",0.92
"8442","Stairtown",NA
"8443","Gholson",NA
"8444","Temple",NA
"8445","Tiffin",NA
"8446","Johnson City",NA
"8447","Telferner",NA
"8448","Malvado",NA
"8449","Perrin",NA
"8450","Oak Trail Shores",NA
"8451","Lakehills",0.912
"8452","Glen Rose",NA
"8453","Mansfield",0.911
"8454","Sabine Pass",NA
"8455","League City",0.915
"8456","East Tawakoni",NA
"8457","Jubilee Springs",NA
"8458","West Columbia",NA
"8459","Uncertain",0.839
"8460","Center",NA
"8461","Seagraves",NA
"8462","Monte Alto",NA
"8463","Etter",0.883333333333333
"8464","White Deer",NA
"8465","South Houston",0.916
"8466","Wellington",NA
"8467","Livingston",NA
"8468","Lasana",NA
"8469","Richardson",0.906
"8470","Joplin",NA
"8471","Ennis",NA
"8472","Cranfills Gap",NA
"8473","Talpa",NA
"8474","Lopeño",NA
"8475","Ralls",NA
"8476","Cliffside",NA
"8477","Somerville",NA
"8478","Stockdale",NA
"8479","Holiday Beach",NA
"8480","Tira",NA
"8481","Barstow",NA
"8482","Rudolph",NA
"8483","Imperial",NA
"8484","Granjeno",NA
"8485","Springtown",0.908
"8486","Easterly",NA
"8487","Briggs",NA
"8488","Troup",NA
"8489","Loving",NA
"8490","Lobo",0.83
"8491","Granite Shoals",NA
"8492","Lela",NA
"8493","Hunter",NA
"8494","Brazos",NA
"8495","Lone Star",NA
"8496","Oxford",NA
"8497","Palito Blanco",NA
"8498","Canyon Lake",NA
"8499","Tulia",NA
"8500","Alma",NA
"8501","Gordonville",NA
"8502","Luling",NA
"8503","Falman",NA
"8504","Clute",NA
"8505","Navasota",NA
"8506","Malone",NA
"8507","Tulip",NA
"8508","Groves",NA
"8509","Shafter",NA
"8510","Waller",NA
"8511","Caney City",NA
"8512","Houston",0.916
"8513","Roman Forest",NA
"8514","Spring",0.88
"8515","Windcrest",NA
"8516","Exell",NA
"8517","Moran",NA
"8518","Welch",NA
"8519","Washburn",NA
"8520","Cactus",0.883333333333333
"8521","Weimar",NA
"8522","Glidden",NA
"8523","La Grange",NA
"8524","Elsa",NA
"8525","Dalhart",NA
"8526","Farmersville",NA
"8527","Los Altos Colonia",NA
"8528","Novice",NA
"8529","Villa del Sol",NA
"8530","Cinco Ranch",0.88
"8531","Bloomington",NA
"8532","Flynn",NA
"8533","Wolfforth",NA
"8534","Milford",NA
"8535","College Station",NA
"8536","Blanket",NA
"8537","Grand Prairie",0.914
"8538","Kerens",NA
"8539","Richwood",NA
"8540","Victoria",NA
"8541","Nocona Hills",NA
"8542","Downing",NA
"8543","Coble",NA
"8544","Quintana",NA
"8545","Socorro",0.913
"8546","Whiteflat",0.764
"8547","Woodbranch",NA
"8548","Hye",NA
"8549","Booker",NA
"8550","Burleson",0.907
"8551","Big Spring",NA
"8552","Olney",NA
"8553","Shady Hollow",0.897
"8554","Priddy",NA
"8555","Bevil Oaks",NA
"8556","Rachal",NA
"8557","Brownsboro",NA
"8558","Lake Bridgeport",NA
"8559","Aldine",0.915
"8560","Cuney",NA
"8561","Penelope",NA
"8562","Colleyville",0.914
"8563","Jasper",NA
"8564","Rancho Viejo",NA
"8565","Purves",NA
"8566","Arney",NA
"8567","Clarksville City",0.933
"8568","Gainesville",NA
"8569","Mason",NA
"8570","Lilbert",NA
"8571","Fairland",NA
"8572","Arispe",0.93
"8573","Moore Station",NA
"8574","Martindale",0.91
"8575","Meridian",NA
"8576","Mooring",NA
"8577","Bishop Hills",NA
"8578","Rosharon",0.913
"8579","Ladonia",NA
"8580","Jacksboro",NA
"8581","Eden",NA
"8582","Killeen",NA
"8583","South Padre Island",NA
"8584","Cat Spring",NA
"8585","Adamsville",NA
"8586","Westway",0.91
"8587","Van Alstyne",NA
"8588","Utopia",NA
"8589","Chester",NA
"8590","Lake Dallas",0.906
"8591","Kilgore",NA
"8592","Brownsville",NA
"8593","Groveton",NA
"8594","Laguna Vista",NA
"8595","Jarrell",NA
"8596","Double Oak",0.916
"8597","Lenorah",NA
"8598","Warren City",NA
"8599","Pleasant Valley",NA
"8600","Tornillo",NA
"8601","Aledo",0.911
"8602","Malakoff",NA
"8603","Hollywood Park",NA
"8604","Rising Star",NA
"8605","George West",NA
"8606","Glazier",NA
"8607","Greenville",NA
"8608","Wheelock",NA
"8609","Notrees",NA
"8610","Sweeny",NA
"8611","Hoover",NA
"8612","Arthur City",NA
"8613","Dayton",NA
"8614","Pearland",0.888
"8615","Lake Worth",0.919
"8616","Lydia",NA
"8617","Citrus City",NA
"8618","Fair Oaks Ranch",NA
"8619","Bardwell",NA
"8620","First Colony",0.913
"8621","Detroit",NA
"8622","Dew",NA
"8623","San Antonio",NA
"8624","Dimmitt",NA
"8625","Fort Stockton",NA
"8626","Goober Hill",NA
"8627","Iowa Park",NA
"8628","K-Bar Ranch",NA
"8629","Diana",NA
"8630","Grandfalls",NA
"8631","Rose City",NA
"8632","Hebron",0.906
"8633","Crosby",0.89
"8634","Kingsbury",NA
"8635","B and E Colonia",NA
"8636","Selman City",NA
"8637","Hickory Creek",0.906
"8638","Copperas Cove",NA
"8639","Poth",NA
"8640","Manchaca",0.897
"8641","Vandyke",NA
"8642","Fate",0.912
"8643","Converse",NA
"8644","Hutto",0.905
"8645","Wells",NA
"8646","Lytle",NA
"8647","Giles",NA
"8648","Richland Hills",0.918
"8649","Oak Island",0.864
"8650","Jacksonville",NA
"8651","Ace",NA
"8652","Francitas",NA
"8653","Annetta North",0.907
"8654","West Orange",NA
"8655","Kurten",NA
"8656","Morgan",NA
"8657","Hungerford",0.877
"8658","Cut and Shoot",NA
"8659","Flowella",NA
"8660","Lone Oak",NA
"8661","Brookside Village",0.888
"8662","Girard",NA
"8663","Fostoria",NA
"8664","Alba",NA
"8665","Reklaw",NA
"8666","Rayburn",NA
"8667","Kountze",NA
"8668","Castor",NA
"8669","Holly Beach",NA
"8670","Colfax",NA
"8671","Beekman",NA
"8672","Rodessa",NA
"8673","Rosepine",NA
"8674","Big Bend",NA
"8675","Buras",0.87
"8676","Kaplan",NA
"8677","Powhatan",NA
"8678","Gassoway",NA
"8679","Keatchie",NA
"8680","Kraemer",0.908
"8681","Leander",NA
"8682","Siracusaville",NA
"8683","Jennings",NA
"8684","Lucky",NA
"8685","Standard",NA
"8686","Lakeshore",NA
"8687","Atlanta",NA
"8688","Easton",NA
"8689","Robeline",NA
"8690","Black Hawk",NA
"8691","Intracoastal City",NA
"8692","Breaux Bridge",NA
"8693","Litroe",NA
"8694","Ledoux",NA
"8695","Calvin",NA
"8696","Gloster",NA
"8697","Braithwaite",0.91
"8698","Port Barre",NA
"8699","Henry",NA
"8700","Saint Landry",NA
"8701","Choudrant",NA
"8702","Shongaloo",NA
"8703","Triumph",0.87
"8704","Grand Isle",1
"8705","Tunica",NA
"8706","Bentley",NA
"8707","Maurice",NA
"8708","Sieper",NA
"8709","Center Point",NA
"8710","Gueydan",NA
"8711","Lakeview",NA
"8712","South Mansfield",NA
"8713","Grand Cane",NA
"8714","Lafourche",0.905
"8715","Pleasant Hill",NA
"8716","Galbraith",NA
"8717","Chase",NA
"8718","Batchelor",NA
"8719","Transylvania",NA
"8720","Gray",0.901
"8721","Opelousas",NA
"8722","Arcadia",NA
"8723","Denham Springs",NA
"8724","Simsboro",NA
"8725","Ludington",NA
"8726","Grand Coteau",NA
"8727","Manchac",0.906
"8728","Chopin",NA
"8729","Sterlington",NA
"8730","Lone Star",0.905
"8731","Liberty Hill",NA
"8732","Creston",NA
"8733","Egan",NA
"8734","Galion",NA
"8735","Mayna",NA
"8736","Bourg",NA
"8737","Merryville",NA
"8738","Metairie",0.906
"8739","Saint Maurice",NA
"8740","Minorca",NA
"8741","Oak Ridge",NA
"8742","Reeves",NA
"8743","Colquitt",NA
"8744","Naborton",NA
"8745","Mangham",NA
"8746","Scarsdale",0.91
"8747","Husser",NA
"8748","Anacoco",NA
"8749","Dupont",NA
"8750","South Vacherie",0.906
"8751","Clay",NA
"8752","Oakdale",NA
"8753","Pilottown",0.87
"8754","Gibson",0.889
"8755","Spencer",NA
"8756","White Castle",NA
"8757","Clare",NA
"8758","Haynesville",NA
"8759","Blanchard",NA
"8760","Westwego",0.906
"8761","Gilark",NA
"8762","Bayou Cane",NA
"8763","Grayson",NA
"8764","Gullett",NA
"8765","Walters",NA
"8766","Baldwin",NA
"8767","Fort Jesup",NA
"8768","Lutcher",0.895
"8769","Harvey",0.91
"8770","Robert",NA
"8771","Collinston",NA
"8772","Richmond",NA
"8773","Long Bridge",NA
"8774","Bryceland",NA
"8775","Vidalia",NA
"8776","Clarks",NA
"8777","Lena",NA
"8778","Bayou Goula",NA
"8779","Vernon",NA
"8780","Lafitte",0.91
"8781","Brownsville",NA
"8782","Sicily Island",NA
"8783","Junction City",NA
"8784","Cheneyville",NA
"8785","Bernice",NA
"8786","Ossun",NA
"8787","Glencoe",NA
"8788","Oretta",NA
"8789","Sheltons",NA
"8790","Eva",NA
"8791","Old Jefferson",NA
"8792","Zachary",NA
"8793","Forbing",NA
"8794","Hagewood",NA
"8795","Hayes",NA
"8796","Wyatt",NA
"8797","Warnerton",NA
"8798","Crowley",NA
"8799","Ragley",NA
"8800","Mound",NA
"8801","Jordan Hill",NA
"8802","Sulphur",NA
"8803","Haile",NA
"8804","Monterey",NA
"8805","Edgefield",NA
"8806","Fifth Ward",NA
"8807","Tullos",NA
"8808","Bunkie",NA
"8809","Bush",NA
"8810","Bienville",NA
"8811","Retreat",NA
"8812","Alsen",NA
"8813","Jena",NA
"8814","Wilmer",NA
"8815","New Era",NA
"8816","Mount Hermon",NA
"8817","Oxford",NA
"8818","Bonita",0.88
"8819","Calhoun",NA
"8820","Laurel Grove",0.908
"8821","Lacombe",0.911
"8822","Pioneer",NA
"8823","Starks",0.901
"8824","Effie",NA
"8825","Golden Meadow",NA
"8826","Killona",0.908
"8827","Noble",NA
"8828","Bayou Sorrel",0.919
"8829","Phoenix",0.912
"8830","Roy",NA
"8831","Welsh",NA
"8832","Jarreau",NA
"8833","Belle Rose",0.893
"8834","Kentwood",NA
"8835","Gardner",NA
"8836","Bordelonville",NA
"8837","Pierre Part",NA
"8838","Youngsville",NA
"8839","Houma",NA
"8840","Summerville",NA
"8841","Cedar Grove",0.91
"8842","Buhler",NA
"8843","Marthaville",NA
"8844","Loranger",NA
"8845","Zwolle",NA
"8846","Riverton",NA
"8847","Ponchatoula",NA
"8848","Point Blue",NA
"8849","Calcasieu",NA
"8850","Epps",NA
"8851","Juanita",NA
"8852","Sorrel",NA
"8853","Ventress",NA
"8854","Summerfield",NA
"8855","Martin",NA
"8856","Kelly",NA
"8857","Haaswood",NA
"8858","Wheeling",NA
"8859","Frogmore",NA
"8860","Edgerly",NA
"8861","Keithville",NA
"8862","Grand Point",0.913
"8863","Poydras",0.91
"8864","Alsatia",NA
"8865","Felixville",NA
"8866","Goldonna",NA
"8867","Monroe",NA
"8868","Carencro",NA
"8869","Wilson",NA
"8870","Sugartown",NA
"8871","Jay",NA
"8872","Gonzales",NA
"8873","Ruston",NA
"8874","Montgomery",NA
"8875","Covington",NA
"8876","Evangeline",NA
"8877","Marrero",0.91
"8878","Jonesville",NA
"8879","Swartz",NA
"8880","Hall Summit",NA
"8881","Marco",NA
"8882","Romeville",NA
"8883","Mount Lebanon",NA
"8884","Serena",NA
"8885","Clayton",NA
"8886","Cypress",NA
"8887","Delhi",NA
"8888","Monticello",NA
"8889","Chackbay",0.905
"8890","Cullen",NA
"8891","Hamburg",NA
"8892","Jonesboro",NA
"8893","Millikin",0.837142857142857
"8894","Longville",NA
"8895","Forest Hill",NA
"8896","Rogers",NA
"8897","Dry Prong",NA
"8898","Raceland",NA
"8899","Turkey Creek",NA
"8900","Grand Ecore",NA
"8901","Natalbany",NA
"8902","Greenwood",NA
"8903","Haughton",NA
"8904","Woodworth",NA
"8905","Loreauville",NA
"8906","Supreme",NA
"8907","Olla",NA
"8908","Belle Terre",0.908
"8909","Montpelier",NA
"8910","Baskin",NA
"8911","Bancroft",NA
"8912","Lake Providence",NA
"8913","Stanley",NA
"8914","North Hodge",NA
"8915","Flournoy",NA
"8916","Maringouin",NA
"8917","Gretna",0.91
"8918","Zona",NA
"8919","Elton",NA
"8920","Flatwoods",NA
"8921","Washington",NA
"8922","Hodge",NA
"8923","Mansura",NA
"8924","Ferriday",NA
"8925","Jefferson",0.906
"8926","River Ridge",0.906
"8927","Jamestown",NA
"8928","Leonville",NA
"8929","Evergreen",NA
"8930","Arabi",0.91
"8931","Funston",NA
"8932","Bosco",NA
"8933","Weldon",NA
"8934","Bolivar",NA
"8935","Erwinville",NA
"8936","McNary",NA
"8937","Welcome",NA
"8938","Mira",NA
"8939","Oberlin",NA
"8940","Melder",NA
"8941","Lake Arthur",NA
"8942","Avondale",0.906
"8943","Chatham",NA
"8944","Arnaudville",0.929
"8945","Boothville",0.87
"8946","Pineville",NA
"8947","Percle",NA
"8948","Chauvin",NA
"8949","Extension",NA
"8950","Estelle",0.91
"8951","Des Allemands",0.907
"8952","Reddell",NA
"8953","Saint Francisville",0.93
"8954","Fenton",NA
"8955","Centerville",NA
"8956","Clinton",NA
"8957","Evans",NA
"8958","Point",NA
"8959","Pitkin",NA
"8960","Tendal",NA
"8961","Frierson",NA
"8962","Pine Grove",NA
"8963","Mimosa Park",0.905
"8964","Paradis",0.905
"8965","Hico",NA
"8966","Carville",NA
"8967","Darnell",NA
"8968","Verret",0.912
"8969","Norco",0.905
"8970","Derry",NA
"8971","Ellsworth",NA
"8972","Start",NA
"8973","Pine Prairie",NA
"8974","Innis",NA
"8975","Frenier",0.908
"8976","Gilbert",NA
"8977","Geismar",NA
"8978","Diamond",NA
"8979","Lebeau",NA
"8980","Morse",NA
"8981","New Roads",NA
"8982","Springville",NA
"8983","Shenandoah",NA
"8984","Lettsworth",NA
"8985","Many",NA
"8986","Delta",NA
"8987","Varnado",NA
"8988","Whiteville",NA
"8989","Meaux",NA
"8990","Dunbarton",NA
"8991","Catahoula",NA
"8992","Shreveport",NA
"8993","New Sarpy",0.905
"8994","Slidell",0.894
"8995","Westdale",NA
"8996","Searcy",NA
"8997","Delcambre",NA
"8998","Enterprise",NA
"8999","Concession",0.91
"9000","Ansley",NA
"9001","Hutton",NA
"9002","Maxie",NA
"9003","Winnfield",NA
"9004","Grosse Tete",NA
"9005","Red Chute",NA
"9006","New Orleans",0.91
"9007","Eastwood",NA
"9008","Saint Gabriel",NA
"9009","Plain Dealing",NA
"9010","Cocodrie",NA
"9011","Wallace Ridge",NA
"9012","Crown Point",0.91
"9013","Toro",NA
"9014","Gibsland",NA
"9015","Westminster",NA
"9016","Waggaman",0.906
"9017","Eden Isle",0.908
"9018","Edgard",0.907
"9019","Danville",NA
"9020","Krotz Springs",NA
"9021","Yscloskey",0.912
"9022","Brusly",NA
"9023","Pointe à la Hache",NA
"9024","Patterson",NA
"9025","Natchitoches",NA
"9026","Waterproof",NA
"9027","Goldman",NA
"9028","Slaughter",NA
"9029","Mer Rouge",NA
"9030","Addis",NA
"9031","Saint James",0.893
"9032","Jones",0.88
"9033","Perryville",NA
"9034","Gorum",NA
"9035","Ravenswood",NA
"9036","Knight",NA
"9037","Benton",NA
"9038","Manifest",NA
"9039","Dodson",NA
"9040","Vienna Bend",NA
"9041","Banks Springs",NA
"9042","Lafayette",NA
"9043","Natchez",NA
"9044","Burr Ferry",NA
"9045","Lindsay",NA
"9046","Sherburne",NA
"9047","Brownsfield",NA
"9048","Kingston",NA
"9049","Cankton",NA
"9050","Bayou Corne",NA
"9051","English Turn",0.91
"9052","Newellton",NA
"9053","Sunset",NA
"9054","Crescent",NA
"9055","West Monroe",NA
"9056","Sikes",NA
"9057","Sibley",NA
"9058","Iberville",NA
"9059","Harahan",0.906
"9060","Lecompte",NA
"9061","Hammond",NA
"9062","Bayou Chicot",NA
"9063","Union",0.898
"9064","Springhill",NA
"9065","Erath",NA
"9066","Anandale",NA
"9067","Schriever",0.908
"9068","Shell Beach",0.912
"9069","Alden Bridge",NA
"9070","Independence",NA
"9071","Henderson",NA
"9072","Ridgecrest",NA
"9073","Terrytown",0.91
"9074","North Highlands",NA
"9075","Dunn",NA
"9076","Gramercy",NA
"9077","Pearl River",NA
"9078","Fred",NA
"9079","Lillie",NA
"9080","Arlington",NA
"9081","Grambling",NA
"9082","Fisher",NA
"9083","Gillis",NA
"9084","Saint Rose",0.905
"9085","Homer",NA
"9086","Happy Jack",0.892
"9087","Dubach",NA
"9088","Oakville",0.91
"9089","Stella",0.91
"9090","Antrim",NA
"9091","Abita Springs",NA
"9092","Saint Benedict",NA
"9093","Oak Grove",0.88
"9094","Midway",NA
"9095","Gilliam",NA
"9096","Paulina",0.906
"9097","Westlake",NA
"9098","Sugar Creek",NA
"9099","Charenton",NA
"9100","Folsom",NA
"9101","Livonia",NA
"9102","Marion",NA
"9103","Darlington",NA
"9104","Allen",NA
"9105","Bellwood",NA
"9106","Caspiana",NA
"9107","Palmetto",NA
"9108","Jackson",0.918
"9109","Grant",NA
"9110","Donner",0.909
"9111","Franklinton",NA
"9112","Mermentau",NA
"9113","Point Place",NA
"9114","Davant",0.913
"9115","Talisheek",NA
"9116","Tickfaw",NA
"9117","Woodside",NA
"9118","Saint Clair",0.91
"9119","Vinton",NA
"9120","Rayne",NA
"9121","Lisbon",NA
"9122","Terry",0.81
"9123","Gurley",NA
"9124","Minden",NA
"9125","Bayou Vista",NA
"9126","Kenner",0.906
"9127","Central",NA
"9128","Acme",NA
"9129","Belle Chasse",0.91
"9130","Saint Martinville",NA
"9131","Stonewall",NA
"9132","Archibald",NA
"9133","Couchwood",NA
"9134","Kisatchie",NA
"9135","Lawtell",NA
"9136","Presquille",NA
"9137","Meeker",NA
"9138","Cecilia",NA
"9139","Hathaway",NA
"9140","Sorrento",0.905
"9141","Port Vincent",NA
"9142","DeQuincy",NA
"9143","Basile",NA
"9144","Logansport",NA
"9145","Luling",0.905
"9146","Avery Island",NA
"9147","Marksville",NA
"9148","Lake End",NA
"9149","Montz",0.908
"9150","Modeste",NA
"9151","Carlisle",0.91
"9152","Rayville",NA
"9153","Brownlee",NA
"9154","Eunice",NA
"9155","Nebo",NA
"9156","Fairbanks",NA
"9157","Bogalusa",NA
"9158","Dry Creek",NA
"9159","Fordoche",NA
"9160","Forest",NA
"9161","Plettenberg",NA
"9162","Temple",NA
"9163","Goosport",NA
"9164","Clarence",NA
"9165","Cottonport",NA
