"","city","county","crime_rate_per_100000"
"28340","Fremont","Waupaca",109.0178828
"28341","Iola","Waupaca",109.0178828
"28342","Waupaca","Waupaca",109.0178828
"28343","Manawa","Waupaca",109.0178828
"28344","Symco","Waupaca",109.0178828
"28345","Northport","Waupaca",109.0178828
"28346","New London","Waupaca",109.0178828
"28347","Marion","Waupaca",109.0178828
"28348","Clintonville","Waupaca",109.0178828
"28349","King","Waupaca",109.0178828
"28350","Chain O' Lakes","Waupaca",109.0178828
"28351","Big Falls","Waupaca",109.0178828
"28352","Scandinavia","Waupaca",109.0178828
"28353","Embarrass","Waupaca",109.0178828
"28354","Ogdensburg","Waupaca",109.0178828
"28355","Weyauwega","Waupaca",109.0178828
"28356","Sheridan","Waupaca",109.0178828
"28357","Topinabee","Cheboygan",108.8393065
"28358","Tower","Cheboygan",108.8393065
"28359","Wolverine","Cheboygan",108.8393065
"28360","Indian River","Cheboygan",108.8393065
"28361","Mackinaw City","Cheboygan",108.8393065
"28362","Cheboygan","Cheboygan",108.8393065
"28363","West Branch","Cedar",108.7370195
"28364","Durant","Cedar",108.7370195
"28365","Massillon","Cedar",108.7370195
"28366","Tipton","Cedar",108.7370195
"28367","Rochester","Cedar",108.7370195
"28368","Downey","Cedar",108.7370195
"28369","Stanwood","Cedar",108.7370195
"28370","Clarence","Cedar",108.7370195
"28371","Sunbury","Cedar",108.7370195
"28372","Lowden","Cedar",108.7370195
"28373","Mechanicsville","Cedar",108.7370195
"28374","Bennett","Cedar",108.7370195
"28375","Santiago","Sherburne",108.6980634
"28376","Elk River","Sherburne",108.6980634
"28377","Big Lake","Sherburne",108.6980634
"28378","Becker","Sherburne",108.6980634
"28379","Clear Lake","Sherburne",108.6980634
"28380","Zimmerman","Sherburne",108.6980634
"28381","Aldrich","Wadena",108.6641553
"28382","Sebeka","Wadena",108.6641553
"28383","Nimrod","Wadena",108.6641553
"28384","Wadena","Wadena",108.6641553
"28385","Blue Grass","Wadena",108.6641553
"28386","Verndale","Wadena",108.6641553
"28387","Menahga","Wadena",108.6641553
"28388","Oylen","Wadena",108.6641553
"28389","Boerne","Kendall",108.563258
"28390","Waring","Kendall",108.563258
"28391","Comfort","Kendall",108.563258
"28392","Atlanta","Phelps",108.5422772
"28393","Bertrand","Phelps",108.5422772
"28394","Loomis","Phelps",108.5422772
"28395","Funk","Phelps",108.5422772
"28396","Holdrege","Phelps",108.5422772
"28397","Quinter","Gove",108.3423619
"28398","Grinnell","Gove",108.3423619
"28399","Gove","Gove",108.3423619
"28400","Grainfield","Gove",108.3423619
"28401","Park","Gove",108.3423619
"28402","Henry","Franklin",108.2808201
"28403","Penhook","Franklin",108.2808201
"28404","Boones Mill","Franklin",108.2808201
"28405","Rocky Mount","Franklin",108.2808201
"28406","Ferrum","Franklin",108.2808201
"28407","Henry Fork","Franklin",108.2808201
"28408","Westlake Corner","Franklin",108.2808201
"28409","North Shore","Franklin",108.2808201
"28410","Union Hall","Franklin",108.2808201
"28411","New Pekin","Washington",107.9913607
"28412","Hardinsburg","Washington",107.9913607
"28413","Fredericksburg","Washington",107.9913607
"28414","Little York","Washington",107.9913607
"28415","Livonia","Washington",107.9913607
"28416","Salem","Washington",107.9913607
"28417","Saltillo","Washington",107.9913607
"28418","Campbellsburg","Washington",107.9913607
"28419","Montross","Westmoreland",107.8809902
"28420","Acorn","Westmoreland",107.8809902
"28421","Colonial Beach","Westmoreland",107.8809902
"28422","Kinsale","Westmoreland",107.8809902
"28423","Darfur","Watonwan",107.748945
"28424","Lewisville","Watonwan",107.748945
"28425","Butterfield","Watonwan",107.748945
"28426","Saint James","Watonwan",107.748945
"28427","Madelia","Watonwan",107.748945
"28428","La Salle","Watonwan",107.748945
"28429","Odin","Watonwan",107.748945
"28430","West Mansfield","Logan",107.7372969
"28431","Quincy","Logan",107.7372969
"28432","Chippewa Park","Logan",107.7372969
"28433","East Liberty","Logan",107.7372969
"28434","De Graff","Logan",107.7372969
"28435","Bellefontaine","Logan",107.7372969
"28436","Russells Point","Logan",107.7372969
"28437","Lewistown","Logan",107.7372969
"28438","Rushsylvania","Logan",107.7372969
"28439","Zanesfield","Logan",107.7372969
"28440","Belle Center","Logan",107.7372969
"28441","West Liberty","Logan",107.7372969
"28442","Lakeview","Logan",107.7372969
"28443","Valley Hi","Logan",107.7372969
"28444","Huntsville","Logan",107.7372969
"28445","Study Butte","Brewster",107.6889942
"28446","Terlingua","Brewster",107.6889942
"28447","Boquillas Crossing","Brewster",107.6889942
"28448","Castolon","Brewster",107.6889942
"28449","Lajitas","Brewster",107.6889942
"28450","Marathon","Brewster",107.6889942
"28451","Alpine","Brewster",107.6889942
"28452","Titley","Brewster",107.6889942
"28453","Parker","Turner",107.6426265
"28454","Viborg","Turner",107.6426265
"28455","Centerville","Turner",107.6426265
"28456","Monroe","Turner",107.6426265
"28457","Chancellor","Turner",107.6426265
"28458","Marion","Turner",107.6426265
"28459","Dolton","Turner",107.6426265
"28460","Davis","Turner",107.6426265
"28461","Hurley","Turner",107.6426265
"28462","Steptoe","Whitman",107.3652566
"28463","Oakesdale","Whitman",107.3652566
"28464","Rosalia","Whitman",107.3652566
"28465","Revere","Whitman",107.3652566
"28466","Thornton","Whitman",107.3652566
"28467","Albion","Whitman",107.3652566
"28468","Colton","Whitman",107.3652566
"28469","Pullman","Whitman",107.3652566
"28470","La Crosse","Whitman",107.3652566
"28471","Malden","Whitman",107.3652566
"28472","Colfax","Whitman",107.3652566
"28473","Elberton","Whitman",107.3652566
"28474","Hay","Whitman",107.3652566
"28475","Endicott","Whitman",107.3652566
"28476","Farmington","Whitman",107.3652566
"28477","Johnson","Whitman",107.3652566
"28478","Dusty","Whitman",107.3652566
"28479","Tekoa","Whitman",107.3652566
"28480","Almota","Whitman",107.3652566
"28481","Winona","Whitman",107.3652566
"28482","Uniontown","Whitman",107.3652566
"28483","Saint John","Whitman",107.3652566
"28484","Pine City","Whitman",107.3652566
"28485","Belmont","Whitman",107.3652566
"28486","Lamont","Whitman",107.3652566
"28487","Palouse","Whitman",107.3652566
"28488","Garfield","Whitman",107.3652566
"28489","Ewan","Whitman",107.3652566
"28490","Murray","Clarke",107.2386059
"28491","Jamison","Clarke",107.2386059
"28492","Woodburn","Clarke",107.2386059
"28493","Osceola","Clarke",107.2386059
"28494","Leal","Barnes",107.2386059
"28495","Kathryn","Barnes",107.2386059
"28496","Pillsbury","Barnes",107.2386059
"28497","Fingal","Barnes",107.2386059
"28498","Litchville","Barnes",107.2386059
"28499","Rogers","Barnes",107.2386059
"28500","Sibley","Barnes",107.2386059
"28501","Nome","Barnes",107.2386059
"28502","Valley City","Barnes",107.2386059
"28503","Lucca","Barnes",107.2386059
"28504","Oriska","Barnes",107.2386059
"28505","Sanborn","Barnes",107.2386059
"28506","Wimbledon","Barnes",107.2386059
"28507","Dazey","Barnes",107.2386059
"28508","Bessemer","Gogebic",106.8107565
"28509","Watersmeet","Gogebic",106.8107565
"28510","Marenisco","Gogebic",106.8107565
"28511","Connorville","Gogebic",106.8107565
"28512","Thomaston","Gogebic",106.8107565
"28513","Wakefield","Gogebic",106.8107565
"28514","Ramsay","Gogebic",106.8107565
"28515","Ironwood","Gogebic",106.8107565
"28516","Plattsburgh","Clinton",106.6294077
"28517","Cumberland Head","Clinton",106.6294077
"28518","Ellenburg Depot","Clinton",106.6294077
"28519","Mooers","Clinton",106.6294077
"28520","Morrisonville","Clinton",106.6294077
"28521","Parc","Clinton",106.6294077
"28522","Redford","Clinton",106.6294077
"28523","West Chazy","Clinton",106.6294077
"28524","Rouses Point","Clinton",106.6294077
"28525","Champlain","Clinton",106.6294077
"28526","Lyon Mountain","Clinton",106.6294077
"28527","Altona","Clinton",106.6294077
"28528","Peru","Clinton",106.6294077
"28529","Chazy","Clinton",106.6294077
"28530","Dannemora","Clinton",106.6294077
"28531","Hatfield","Jackson",106.5684945
"28532","Hixton","Jackson",106.5684945
"28533","Millston","Jackson",106.5684945
"28534","Vaudreuil","Jackson",106.5684945
"28535","Black River Falls","Jackson",106.5684945
"28536","Merrillan","Jackson",106.5684945
"28537","Melrose","Jackson",106.5684945
"28538","Alma Center","Jackson",106.5684945
"28539","Taylor","Jackson",106.5684945
"28540","Price","Jackson",106.5684945
"28541","West Stewartstown","Coos",106.2599619
"28542","Twin Mountain","Coos",106.2599619
"28543","Berlin","Coos",106.2599619
"28544","Groveton","Coos",106.2599619
"28545","Whitefield","Coos",106.2599619
"28546","Colebrook","Coos",106.2599619
"28547","Lancaster","Coos",106.2599619
"28548","North Stratford","Coos",106.2599619
"28549","Gorham","Coos",106.2599619
"28550","Glencoe","Gallatin",106.2072221
"28551","Sparta","Gallatin",106.2072221
"28552","Warsaw","Gallatin",106.2072221
"28553","Wild Horse","Cheyenne",105.8201058
"28554","Kit Carson","Cheyenne",105.8201058
"28555","Aroya","Cheyenne",105.8201058
"28556","Cheyenne Wells","Cheyenne",105.8201058
"28557","Arapahoe","Cheyenne",105.8201058
"28558","Whitetop","Grayson",105.5339358
"28559","Mouth of Wilson","Grayson",105.5339358
"28560","Stevens Creek","Grayson",105.5339358
"28561","Fries","Grayson",105.5339358
"28562","Independence","Grayson",105.5339358
"28563","Trout Dale","Grayson",105.5339358
"28564","Hamden","Vinton",105.4534498
"28565","Eagle Mills","Vinton",105.4534498
"28566","Wilkesville","Vinton",105.4534498
"28567","McArthur","Vinton",105.4534498
"28568","Zaleski","Vinton",105.4534498
"28569","Allensville","Vinton",105.4534498
"28570","Creola","Vinton",105.4534498
"28571","Avondale","Clay",105.4353438
"28572","Oakwood Park","Clay",105.4353438
"28573","Birmingham","Clay",105.4353438
"28574","Oaks","Clay",105.4353438
"28575","Kearney","Clay",105.4353438
"28576","Missouri City","Clay",105.4353438
"28577","Glenaire","Clay",105.4353438
"28578","Liberty","Clay",105.4353438
"28579","Holt","Clay",105.4353438
"28580","Excelsior Springs","Clay",105.4353438
"28581","Oakwood Manor","Clay",105.4353438
"28582","Randolph","Clay",105.4353438
"28583","Gladstone","Clay",105.4353438
"28584","Oakview","Clay",105.4353438
"28585","Pleasant Valley","Clay",105.4353438
"28586","Mosby","Clay",105.4353438
"28587","Smithville","Clay",105.4353438
"28588","Claycomo","Clay",105.4353438
"28589","Oakwood","Clay",105.4353438
"28590","Prathersville","Clay",105.4353438
"28591","North Kansas City","Clay",105.4353438
"28592","Wellsburg","Brooke",105.3208072
"28593","Beech Bottom","Brooke",105.3208072
"28594","Bethany","Brooke",105.3208072
"28595","Hooverson Heights","Brooke",105.3208072
"28596","Windsor Heights","Brooke",105.3208072
"28597","Follansbee","Brooke",105.3208072
"28598","Dundarrach","Hoke",105.2180352
"28599","Bowmore","Hoke",105.2180352
"28600","Raeford","Hoke",105.2180352
"28601","Five Points","Hoke",105.2180352
"28602","Rockfish","Hoke",105.2180352
"28603","Ashley Heights","Hoke",105.2180352
"28604","Silver City","Hoke",105.2180352
"28605","Falling Spring","Alleghany",105.1915104
"28606","Selma","Alleghany",105.1915104
"28607","Clifton Forge","Alleghany",105.1915104
"28608","Low Moor","Alleghany",105.1915104
"28609","Callaghan","Alleghany",105.1915104
"28610","Iron Gate","Alleghany",105.1915104
"28611","Alleghany","Alleghany",105.1915104
"28612","Almond","Portage",105.1435067
"28613","Junction City","Portage",105.1435067
"28614","Nelsonville","Portage",105.1435067
"28615","Plover","Portage",105.1435067
"28616","Bancroft","Portage",105.1435067
"28617","Peru","Portage",105.1435067
"28618","Stevens Point","Portage",105.1435067
"28619","Amherst Junction","Portage",105.1435067
"28620","Arnott","Portage",105.1435067
"28621","Polonia","Portage",105.1435067
"28622","Whiting","Portage",105.1435067
"28623","Custer","Portage",105.1435067
"28624","Amherst","Portage",105.1435067
"28625","Kellner","Portage",105.1435067
"28626","Rosholt","Portage",105.1435067
"28627","Park Ridge","Portage",105.1435067
"28628","Kouts","Porter",105.0691355
"28629","Crocker","Porter",105.0691355
"28630","Lincoln Hills","Porter",105.0691355
"28631","South Haven","Porter",105.0691355
"28632","Town of Pines","Porter",105.0691355
"28633","Chesterton","Porter",105.0691355
"28634","Beverly Shores","Porter",105.0691355
"28635","Valparaiso","Porter",105.0691355
"28636","Malden","Porter",105.0691355
"28637","Ogden Dunes","Porter",105.0691355
"28638","Dune Acres","Porter",105.0691355
"28639","Burns Harbor","Porter",105.0691355
"28640","Aberdeen","Porter",105.0691355
"28641","Portage","Porter",105.0691355
"28642","Lakes of the Four Seasons","Porter",105.0691355
"28643","Porter","Porter",105.0691355
"28644","Shorewood Forest","Porter",105.0691355
"28645","Wheeler","Porter",105.0691355
"28646","Hebron","Porter",105.0691355
"28647","Cedaredge","Delta",104.9765443
"28648","Lazear","Delta",104.9765443
"28649","Orchard City","Delta",104.9765443
"28650","Delta","Delta",104.9765443
"28651","Crawford","Delta",104.9765443
"28652","Bowie","Delta",104.9765443
"28653","Grand Mesa","Delta",104.9765443
"28654","Hotchkiss","Delta",104.9765443
"28655","Paonia","Delta",104.9765443
"28656","Beecher City","Effingham",104.9348529
"28657","Montrose","Effingham",104.9348529
"28658","Teutopolis","Effingham",104.9348529
"28659","Watson","Effingham",104.9348529
"28660","Effingham","Effingham",104.9348529
"28661","Edgewood","Effingham",104.9348529
"28662","Shumway","Effingham",104.9348529
"28663","Altamont","Effingham",104.9348529
"28664","Dieterich","Effingham",104.9348529
"28665","Mason","Effingham",104.9348529
"28666","O'Donnell","Lynn",104.8401188
"28667","Wilson","Lynn",104.8401188
"28668","Tahoka","Lynn",104.8401188
"28669","New Home","Lynn",104.8401188
"28670","Algonquin","McHenry",104.7464453
"28671","Lakewood","McHenry",104.7464453
"28672","Marengo","McHenry",104.7464453
"28673","Union","McHenry",104.7464453
"28674","Crystal Lake","McHenry",104.7464453
"28675","Oakwood Hills","McHenry",104.7464453
"28676","Lakemoor","McHenry",104.7464453
"28677","Lilymoor","McHenry",104.7464453
"28678","Wonder Lake","McHenry",104.7464453
"28679","Burtons Bridge","McHenry",104.7464453
"28680","Chemung","McHenry",104.7464453
"28681","Huntley","McHenry",104.7464453
"28682","Spring Grove","McHenry",104.7464453
"28683","Richmond","McHenry",104.7464453
"28684","Johnsburg","McHenry",104.7464453
"28685","Hartland","McHenry",104.7464453
"28686","Port Barrington","McHenry",104.7464453
"28687","Ridgefield","McHenry",104.7464453
"28688","McHenry","McHenry",104.7464453
"28689","Greenwood","McHenry",104.7464453
"28690","Pistakee Highlands","McHenry",104.7464453
"28691","McCullom Lake","McHenry",104.7464453
"28692","Prairie Grove","McHenry",104.7464453
"28693","Eastwood Manor","McHenry",104.7464453
"28694","Fox River Grove","McHenry",104.7464453
"28695","Holiday Hills","McHenry",104.7464453
"28696","Ringwood","McHenry",104.7464453
"28697","Trout Valley","McHenry",104.7464453
"28698","Harvard","McHenry",104.7464453
"28699","Lake in the Hills","McHenry",104.7464453
"28700","Bull Valley","McHenry",104.7464453
"28701","Cary","McHenry",104.7464453
"28702","Woodstock","McHenry",104.7464453
"28703","Lawrence","McHenry",104.7464453
"28704","Hebron","McHenry",104.7464453
"28705","Zion","Madison",104.5772665
"28706","Mine La Motte","Madison",104.5772665
"28707","Marquand","Madison",104.5772665
"28708","Junction City","Madison",104.5772665
"28709","Cherokee Pass","Madison",104.5772665
"28710","Cobalt Village","Madison",104.5772665
"28711","Roselle","Madison",104.5772665
"28712","Fredericktown","Madison",104.5772665
"28713","Lodi","Wayne",104.4464339
"28714","Coldwater","Wayne",104.4464339
"28715","Mill Spring","Wayne",104.4464339
"28716","Silva","Wayne",104.4464339
"28717","Williamsville","Wayne",104.4464339
"28718","Patterson","Wayne",104.4464339
"28719","McGee","Wayne",104.4464339
"28720","Leeper","Wayne",104.4464339
"28721","Greenville","Wayne",104.4464339
"28722","Piedmont","Wayne",104.4464339
"28723","Island Heights","Ocean",104.2141601
"28724","Beach Haven West","Ocean",104.2141601
"28725","Leisure Village","Ocean",104.2141601
"28726","Cedar Glen Lakes","Ocean",104.2141601
"28727","Lakehurst","Ocean",104.2141601
"28728","Seaside Heights","Ocean",104.2141601
"28729","Mystic Island","Ocean",104.2141601
"28730","Crestwood Village","Ocean",104.2141601
"28731","Cedar Glen West","Ocean",104.2141601
"28732","Harvey Cedars","Ocean",104.2141601
"28733","Leisure Village West","Ocean",104.2141601
"28734","Pine Ridge at Crestwood","Ocean",104.2141601
"28735","Lakewood","Ocean",104.2141601
"28736","Silver Ridge","Ocean",104.2141601
"28737","Pine Lake Park","Ocean",104.2141601
"28738","New Egypt","Ocean",104.2141601
"28739","Toms River","Ocean",104.2141601
"28740","Silverton","Ocean",104.2141601
"28741","Leisure Knoll","Ocean",104.2141601
"28742","Seaside Park","Ocean",104.2141601
"28743","Vista Center","Ocean",104.2141601
"28744","Dover Beaches South","Ocean",104.2141601
"28745","Ocean Acres","Ocean",104.2141601
"28746","Leisure Village East","Ocean",104.2141601
"28747","Lavallette","Ocean",104.2141601
"28748","West Creek","Ocean",104.2141601
"28749","Bennetts Mills","Ocean",104.2141601
"28750","Bay Head","Ocean",104.2141601
"28751","Manahawkin","Ocean",104.2141601
